3SsnPorch,1stFlrSF,YearRemodAdd,BsmtUnfSF,MasVnrArea,2ndFlrSF,GarageArea,MiscVal,BsmtFullBath,ScreenPorch,TotRmsAbvGrd,OverallQual,Id,Fireplaces,LotFrontage,GarageCars,OpenPorchSF,FullBath,OverallCond,MSSubClass,KitchenAbvGr,YearBuilt,LotArea,YrSold,BsmtFinSF2,BsmtHalfBath,GrLivArea,GarageYrBlt,BsmtFinSF1,MoSold,HalfBath,EnclosedPorch,PoolArea,TotalBsmtSF,LowQualFinSF,BedroomAbvGr,WoodDeckSF,SalePrice,SaleCondition
0,855,1975,341.0,0.0,601,440.0,0,0.0,0,6,6,1474,1,24.0,2.0,0,2,6,160,1,1975,2280,2010,0.0,0.0,1456,1975.0,514.0,6,1,0,0,855.0,0,3,173,227594.43685775995,Normal
0,836,1975,836.0,0.0,0,308.0,0,0.0,0,4,7,1475,0,24.0,1.0,30,1,6,120,1,1975,2280,2010,0.0,0.0,836,1975.0,0.0,6,0,0,0,836.0,0,2,0,200328.16450943053,Normal
0,1627,2010,1590.0,162.0,707,751.0,0,0.0,0,10,9,1476,1,102.0,3.0,133,2,5,60,1,2009,12858,2010,0.0,0.0,2334,2009.0,0.0,1,1,0,0,1590.0,0,3,144,182059.0256051123,Partial
0,1544,2010,1544.0,256.0,0,868.0,0,0.0,0,7,8,1477,0,94.0,3.0,35,2,5,20,1,2009,12883,2010,0.0,0.0,1544,2009.0,0.0,6,0,0,0,1544.0,0,3,0,168121.38108298182,Partial
0,1698,2005,1588.0,615.0,0,730.0,0,0.0,0,7,9,1478,1,90.0,3.0,74,2,5,20,1,2005,11520,2010,0.0,0.0,1698,2005.0,110.0,6,0,0,0,1698.0,0,3,192,117719.0160523504,Normal
0,1822,2006,1794.0,240.0,0,678.0,0,0.0,0,8,8,1479,1,79.0,3.0,119,2,5,20,1,2005,14122,2010,0.0,0.0,1822,2005.0,28.0,2,0,0,0,1822.0,0,3,0,128687.09692388773,Normal
0,2696,2004,1473.0,1095.0,0,958.0,0,1.0,0,10,9,1480,2,110.0,3.0,150,2,5,20,1,2003,14300,2010,0.0,0.0,2696,2003.0,1373.0,6,1,0,0,2846.0,0,3,220,80740.24701694399,Normal
0,1687,2002,1093.0,232.0,563,756.0,0,1.0,0,7,8,1481,1,105.0,3.0,130,2,5,60,1,2002,13650,2010,0.0,0.0,2250,2002.0,578.0,6,1,0,0,1671.0,0,3,238,155752.29048849642,Normal
0,1370,2006,1346.0,178.0,0,484.0,0,0.0,0,6,8,1482,1,41.0,2.0,49,2,5,120,1,2006,7132,2010,0.0,0.0,1370,2006.0,24.0,4,0,0,0,1370.0,0,2,120,202159.78310719132,Normal
0,1324,2005,1324.0,0.0,0,430.0,0,0.0,0,6,6,1483,0,100.0,2.0,23,2,5,20,1,2005,18494,2010,0.0,0.0,1324,2005.0,0.0,1,0,0,0,1324.0,0,3,36,159861.6115820259,Normal
0,1145,2006,1129.0,14.0,0,437.0,0,0.0,0,6,7,1484,0,43.0,2.0,116,2,5,120,1,2006,3203,2010,0.0,0.0,1145,2006.0,16.0,1,0,0,0,1145.0,0,2,100,203612.00089372694,Normal
0,744,2004,58.0,0.0,630,400.0,0,1.0,0,7,7,1485,1,67.0,2.0,0,2,5,80,1,2004,13300,2010,0.0,0.0,1374,2004.0,326.0,6,1,0,0,384.0,0,3,100,216592.30664551258,Normal
0,847,2004,847.0,0.0,886,433.0,0,0.0,0,7,7,1486,1,63.0,2.0,48,2,5,60,1,2004,8577,2010,0.0,0.0,1733,2004.0,0.0,4,1,0,0,847.0,0,3,144,187632.9723866582,Normal
0,1645,1998,1629.0,114.0,830,962.0,0,0.0,256,7,8,1487,1,60.0,3.0,172,2,5,60,1,1998,17433,2010,0.0,0.0,2475,1998.0,0.0,1,1,0,0,1629.0,0,4,23,187621.70125056803,Normal
0,1595,2006,1595.0,226.0,0,880.0,0,0.0,0,6,8,1488,1,73.0,3.0,0,2,5,20,1,2005,8987,2010,0.0,0.0,1595,2005.0,0.0,5,0,0,0,1595.0,0,2,144,149199.48146359622,Normal
0,1218,2010,1218.0,0.0,0,676.0,0,0.0,0,4,7,1489,0,92.0,2.0,136,2,5,20,1,2009,9215,2010,0.0,0.0,1218,2009.0,0.0,4,0,0,0,1218.0,0,2,0,149868.714552626,Partial
0,1468,2005,54.0,0.0,0,528.0,0,1.0,216,6,6,1490,1,84.0,2.0,102,2,5,20,1,2005,10440,2010,0.0,0.0,1468,2005.0,1414.0,5,0,0,0,1468.0,0,2,0,83177.24680622667,Normal
0,831,2004,831.0,122.0,828,484.0,0,0.0,0,8,7,1491,0,70.0,2.0,68,2,5,60,1,2004,11920,2010,0.0,0.0,1659,2004.0,0.0,4,1,0,0,831.0,0,3,144,204205.01708057523,Normal
0,1012,1950,816.0,0.0,0,429.0,0,0.0,0,5,5,1492,0,70.0,1.0,0,1,5,30,1,1920,9800,2010,0.0,0.0,1012,1920.0,0.0,4,0,80,0,816.0,0,2,121,134947.80014020205,Normal
0,1494,2002,223.0,250.0,0,461.0,0,1.0,0,7,6,1493,2,39.0,2.0,0,2,6,20,1,1974,15410,2010,859.0,0.0,1494,1974.0,126.0,4,0,186,0,1208.0,0,3,296,187023.35513542593,Abnorml
0,1251,1993,0.0,504.0,1098,762.0,0,1.0,0,9,8,1494,1,85.0,3.0,130,2,5,60,1,1993,13143,2010,981.0,0.0,2349,1993.0,250.0,6,1,0,0,1231.0,0,4,32,204581.91915278137,Normal
0,1402,1993,261.0,180.0,823,713.0,0,1.0,0,7,8,1495,1,88.0,3.0,30,2,5,60,1,1992,11134,2010,0.0,0.0,2225,1992.0,1129.0,6,1,0,0,1390.0,0,4,198,173384.58339321613,Normal
0,1488,2005,190.0,0.0,0,506.0,0,1.0,0,6,7,1496,1,25.0,2.0,50,2,5,120,1,2004,4835,2010,0.0,0.0,1488,2004.0,1298.0,3,0,0,0,1488.0,0,2,168,199027.52259111404,Normal
0,840,2004,840.0,0.0,840,588.0,0,0.0,0,3,7,1497,0,39.0,2.0,111,2,5,160,1,2004,3515,2010,0.0,0.0,1680,2004.0,0.0,1,1,0,0,840.0,0,2,0,266852.75831374526,Normal
0,600,2004,320.0,120.0,600,480.0,0,0.0,0,4,7,1498,0,30.0,2.0,172,2,5,160,1,2004,3215,2010,0.0,0.0,1200,2004.0,280.0,4,1,0,0,600.0,0,2,0,252188.52767136693,Normal
0,600,2005,190.0,0.0,600,480.0,0,1.0,0,4,7,1499,0,24.0,2.0,172,2,5,160,1,2004,2544,2010,42.0,0.0,1200,2004.0,368.0,2,1,0,0,600.0,0,2,0,256524.79432335496,Normal
0,600,2005,224.0,216.0,636,480.0,0,1.0,0,4,6,1500,0,24.0,2.0,166,2,5,160,1,2005,2544,2010,0.0,0.0,1236,2005.0,376.0,5,1,0,0,600.0,0,2,0,236276.7506337762,Normal
224,1418,2010,610.0,0.0,0,852.0,0,1.0,0,6,8,1503,1,57.0,3.0,192,1,5,20,1,2010,12853,2010,0.0,0.0,1418,2010.0,1032.0,4,1,0,0,1642.0,0,1,160,192247.09238304198,Partial
0,975,2000,491.0,0.0,873,592.0,0,1.0,0,7,8,1504,1,68.0,2.0,184,2,5,60,1,2000,7379,2010,0.0,0.0,1848,2000.0,484.0,4,1,0,0,975.0,0,3,280,171206.71249198914,Normal
0,1492,2002,659.0,0.0,0,596.0,0,1.0,0,6,7,1505,1,80.0,2.0,137,2,5,20,1,2002,8000,2010,0.0,0.0,1492,2002.0,833.0,4,0,0,0,1492.0,0,3,277,119494.62750621885,Normal
0,1280,1993,143.0,0.0,1215,660.0,0,1.0,0,9,6,1507,1,80.0,2.0,32,2,5,60,1,1993,10791,2010,0.0,0.0,2495,1993.0,1137.0,3,1,0,0,1280.0,0,4,224,180611.77312400937,Normal
0,930,1971,386.0,0.0,715,441.0,0,0.0,0,7,6,1509,0,80.0,2.0,78,1,6,60,1,1971,9600,2010,0.0,0.0,1645,1971.0,329.0,6,2,0,0,715.0,0,4,0,198031.6946605146,Normal
0,1232,1966,534.0,172.0,0,490.0,0,1.0,0,6,5,1510,0,80.0,2.0,224,1,5,20,1,1966,9600,2010,0.0,0.0,1232,1966.0,698.0,4,1,0,0,1232.0,0,3,0,100451.34600877762,Normal
0,1209,1966,150.0,0.0,0,504.0,0,1.0,0,6,5,1511,0,90.0,2.0,0,1,5,20,1,1966,9900,2010,0.0,0.0,1209,1966.0,1059.0,4,0,120,0,1209.0,0,3,0,110788.3880359903,Normal
0,1510,1967,500.0,268.0,0,517.0,0,1.0,204,6,5,1512,0,88.0,2.0,40,2,6,20,1,1967,9680,2010,0.0,0.0,1510,1967.0,1010.0,4,0,0,0,1510.0,0,3,0,54984.82166638225,Normal
0,1929,2002,470.0,265.0,532,400.0,0,0.0,0,7,5,1515,2,68.0,2.0,0,2,7,50,1,1952,9724,2010,0.0,0.0,2461,1994.0,670.0,3,0,0,0,1140.0,0,3,0,120930.68392064422,Normal
0,1019,1950,482.0,340.0,537,470.0,0,0.0,0,6,6,1516,1,120.0,2.0,0,2,6,50,1,1949,17360,2010,0.0,0.0,1556,1949.0,300.0,1,0,150,0,782.0,0,3,0,93918.06575535238,Normal
0,1128,2008,136.0,216.0,0,315.0,1500,1.0,0,5,6,1517,1,75.0,1.0,0,1,8,85,1,1966,11380,2010,0.0,0.0,1128,1966.0,944.0,1,0,0,0,1080.0,0,2,238,182952.3194423169,Normal
0,1604,1958,1604.0,0.0,0,576.0,0,0.0,0,8,5,1518,0,70.0,2.0,0,2,5,90,2,1958,8267,2010,0.0,0.0,1604,1958.0,0.0,3,0,0,0,1604.0,0,4,42,172595.05693261325,Normal
0,1480,2009,292.0,506.0,0,620.0,300,1.0,0,7,7,1519,0,70.0,2.0,73,2,5,20,1,2003,8197,2010,0.0,0.0,1480,2003.0,1188.0,2,0,0,0,1480.0,0,3,252,138322.85658499599,Normal
0,1206,1959,270.0,91.0,0,312.0,0,0.0,0,6,5,1521,0,87.0,1.0,21,1,5,20,1,1959,10725,2010,0.0,0.0,1206,1959.0,936.0,5,0,0,0,1206.0,0,3,0,102792.42317507416,Normal
0,1580,1959,510.0,432.0,0,440.0,0,1.0,160,6,6,1522,2,80.0,2.0,28,1,5,20,1,1959,10032,2010,0.0,0.0,1580,1956.0,734.0,6,1,0,0,1244.0,0,3,0,61331.980716545135,Normal
0,832,1956,832.0,0.0,505,263.0,0,0.0,0,5,4,1523,0,60.0,1.0,0,1,5,50,1,1956,8382,2010,0.0,0.0,1337,1956.0,0.0,2,0,0,0,832.0,0,3,0,128040.29886502028,Normal
0,1064,1952,525.0,0.0,0,318.0,0,0.0,0,4,5,1524,0,60.0,1.0,0,1,7,20,1,1952,10950,2010,0.0,1.0,1064,1952.0,339.0,5,0,0,0,864.0,0,2,0,120134.80337047577,Normal
0,972,1955,324.0,0.0,0,305.0,0,0.0,0,5,5,1525,0,119.0,1.0,0,1,6,20,1,1955,10895,2010,0.0,0.0,972,1955.0,648.0,6,0,205,0,972.0,0,3,0,92649.27471637726,Normal
0,988,1958,456.0,0.0,0,264.0,0,1.0,0,5,5,1526,0,70.0,1.0,0,1,5,190,1,1958,13587,2010,0.0,0.0,988,1958.0,532.0,4,0,0,0,988.0,0,2,0,218263.0729404986,Abnorml
0,985,1994,576.0,0.0,0,676.0,0,0.0,0,4,4,1527,0,65.0,2.0,0,1,7,30,1,1920,7898,2010,0.0,1.0,985,1989.0,0.0,4,0,0,0,576.0,0,2,0,193085.0386147648,Normal
0,816,2004,161.0,0.0,408,280.0,0,1.0,0,5,6,1528,0,60.0,1.0,0,1,8,50,1,1948,8064,2010,174.0,0.0,1224,1950.0,481.0,5,0,0,0,816.0,0,3,414,203258.19875219464,Normal
0,1175,1960,237.0,0.0,0,484.0,0,0.0,0,6,5,1529,0,81.0,2.0,0,1,6,20,1,1960,7635,2010,350.0,0.0,1175,1960.0,588.0,6,1,0,0,1175.0,0,3,0,148572.21217620373,Normal
0,1395,1984,415.0,218.0,0,440.0,0,1.0,240,7,6,1530,1,80.0,2.0,0,1,7,20,1,1963,9760,2010,263.0,0.0,1395,1963.0,717.0,5,0,113,0,1395.0,0,2,657,88296.27294748276,Normal
0,1157,1954,661.0,771.0,687,240.0,0,1.0,0,9,4,1531,2,60.0,1.0,0,1,5,50,1,1900,4800,2010,0.0,0.0,1844,1900.0,48.0,1,0,0,0,709.0,0,3,84,66402.63266453892,Abnorml
0,1347,1957,0.0,0.0,0,551.0,0,1.0,0,6,5,1533,0,69.0,2.0,0,1,7,20,1,1957,5805,2010,1073.0,1.0,1347,1957.0,274.0,6,0,0,0,1347.0,0,3,0,162128.20380473137,Normal
0,827,2000,827.0,0.0,424,240.0,0,0.0,0,6,6,1534,0,50.0,1.0,0,1,7,45,1,1938,6900,2010,0.0,0.0,1251,1938.0,0.0,1,0,0,0,827.0,0,3,0,197648.218652606,Normal
0,1027,2009,247.0,0.0,606,240.0,0,0.0,0,7,5,1535,1,69.0,1.0,100,1,7,50,1,1948,11851,2010,0.0,0.0,1633,1948.0,780.0,6,0,126,0,1027.0,0,3,0,165730.37739521265,Normal
0,832,1970,678.0,0.0,0,780.0,0,0.0,0,5,2,1537,1,68.0,2.0,0,1,2,30,1,1923,9656,2010,0.0,0.0,832,1928.0,0.0,6,0,0,0,678.0,0,2,0,157736.4715810418,Abnorml
0,930,2003,930.0,0.0,636,288.0,0,0.0,0,7,8,1538,0,60.0,1.0,228,2,9,70,1,1900,9600,2010,0.0,0.0,1566,1930.0,0.0,4,0,246,0,930.0,0,3,54,186734.52020838857,Abnorml
0,1157,2002,346.0,0.0,1111,624.0,0,0.0,0,7,8,1539,0,50.0,2.0,108,3,9,70,1,1890,9000,2010,0.0,0.0,2268,2003.0,0.0,4,0,0,0,346.0,0,3,0,203769.7217295766,Normal
0,868,1994,455.0,0.0,602,624.0,0,0.0,0,6,6,1541,0,60.0,2.0,0,1,7,70,1,1922,10560,2010,0.0,0.0,1470,1970.0,283.0,6,1,0,0,738.0,0,2,0,236339.74459514022,Normal
0,1030,1997,200.0,0.0,582,363.0,0,0.0,0,7,5,1542,0,53.0,1.0,0,1,6,50,1,1950,5830,2010,0.0,0.0,1612,1950.0,788.0,3,1,0,0,988.0,0,3,0,213719.20719009638,Normal
0,765,1950,577.0,0.0,0,200.0,0,1.0,0,4,4,1544,0,50.0,1.0,0,1,7,30,1,1925,5000,2010,0.0,0.0,765,1926.0,188.0,4,0,41,0,765.0,0,2,135,93860.01028891653,Normal
0,608,1950,144.0,0.0,524,240.0,0,1.0,0,5,6,1545,0,50.0,1.0,0,1,7,50,1,1939,6000,2010,12.0,0.0,1132,1939.0,452.0,4,0,128,0,608.0,0,2,0,114156.73649255931,Abnorml
0,848,1950,308.0,0.0,348,576.0,0,0.0,0,6,6,1546,2,50.0,2.0,0,1,6,50,1,1940,6000,2010,0.0,1.0,1196,1973.0,264.0,3,1,0,0,572.0,0,3,0,155417.1055612862,Normal
0,955,1950,316.0,300.0,498,240.0,0,0.0,148,7,5,1547,2,53.0,1.0,0,1,6,50,1,1942,6360,2010,159.0,0.0,1453,1942.0,360.0,3,1,35,0,835.0,0,3,0,97391.79558089375,Normal
0,780,1950,480.0,0.0,636,312.0,0,0.0,0,6,6,1548,0,50.0,1.0,0,1,7,50,1,1948,6000,2010,0.0,0.0,1416,1948.0,300.0,3,1,48,0,780.0,0,3,221,156436.0977677703,Normal
0,548,1980,252.0,0.0,492,624.0,0,0.0,0,5,5,1549,0,52.0,2.0,0,1,7,50,1,1936,6240,2010,0.0,0.0,1040,1979.0,276.0,5,0,32,0,528.0,0,2,306,174585.57602842152,Normal
0,928,1950,480.0,0.0,608,480.0,0,0.0,0,7,5,1550,1,52.0,2.0,10,2,5,50,1,1930,6240,2010,0.0,0.0,1536,1930.0,448.0,3,0,0,0,928.0,0,4,0,119118.80321629345,Normal
0,1068,1950,164.0,0.0,0,288.0,0,1.0,0,5,6,1551,1,51.0,1.0,0,1,5,30,1,1923,6120,2010,0.0,0.0,1068,1923.0,960.0,3,0,128,0,1124.0,0,2,0,97940.98731709272,Normal
0,888,1950,888.0,0.0,1074,572.0,0,0.0,0,9,4,1552,1,57.0,2.0,0,1,5,50,1,1915,8094,2010,0.0,0.0,1962,1915.0,0.0,6,1,364,0,888.0,0,4,160,155236.16682854295,Normal
0,662,1993,662.0,0.0,662,180.0,0,0.0,0,6,6,1554,0,52.0,1.0,0,1,8,70,1,1920,3068,2010,0.0,1.0,1324,1920.0,0.0,2,0,112,0,662.0,0,3,0,204062.64257749915,Normal
0,1675,1959,656.0,90.0,0,365.0,0,0.0,0,8,5,1555,2,100.0,1.0,132,2,5,20,1,1959,15263,2010,0.0,0.0,1675,1959.0,766.0,5,0,0,0,1422.0,0,3,0,52312.544954368845,Normal
0,725,1950,689.0,0.0,499,180.0,0,0.0,0,6,5,1556,0,72.0,1.0,0,1,3,50,1,1917,10632,2010,0.0,0.0,1224,1917.0,0.0,1,1,248,0,689.0,0,3,0,165595.03796851635,Normal
0,600,1950,232.0,0.0,319,231.0,0,0.0,0,5,6,1558,0,65.0,1.0,0,1,5,50,1,1940,6001,2010,0.0,0.0,919,1940.0,368.0,3,0,45,0,600.0,0,3,0,133054.21710444987,Normal
0,936,1950,120.0,0.0,744,450.0,0,1.0,0,7,5,1560,1,60.0,2.0,144,2,7,190,2,1910,6048,2010,0.0,0.0,1680,1910.0,736.0,6,0,0,0,856.0,0,2,56,171936.5265969783,Normal
0,892,2008,150.0,47.0,0,416.0,0,1.0,0,5,5,1562,0,65.0,1.0,0,1,7,20,1,1966,7800,2010,474.0,0.0,892,1966.0,240.0,6,0,0,0,864.0,0,3,0,202644.2167508304,Normal
0,864,1968,89.0,0.0,0,280.0,0,1.0,0,4,5,1563,0,65.0,1.0,0,1,5,20,1,1968,7832,2010,0.0,0.0,864,1969.0,775.0,5,0,0,0,864.0,0,2,226,112055.42030587047,Normal
0,720,1968,0.0,0.0,720,480.0,0,0.0,0,7,5,1565,2,86.0,2.0,38,1,5,60,1,1968,11227,2010,453.0,0.0,1440,1968.0,267.0,3,1,0,0,720.0,0,4,192,178513.21841928363,Normal
0,756,1950,660.0,0.0,0,440.0,0,0.0,0,4,4,1567,0,94.0,2.0,0,1,4,30,1,1927,9259,2010,0.0,0.0,756,1945.0,0.0,6,0,0,0,660.0,0,2,80,104432.59332232922,Normal
0,1052,1990,0.0,0.0,558,480.0,450,0.0,0,8,3,1569,1,124.0,1.0,0,2,4,50,1,1938,18600,2010,684.0,1.0,1610,1938.0,288.0,6,0,60,0,972.0,0,4,0,214655.68738794327,Normal
0,1074,1987,172.0,0.0,0,467.0,0,1.0,0,6,6,1570,1,65.0,1.0,52,1,7,20,1,1950,11479,2010,387.0,0.0,1074,1987.0,104.0,6,0,52,0,663.0,0,3,0,169092.56479784846,Normal
0,1169,1979,564.0,0.0,0,209.0,0,0.0,0,8,4,1571,1,50.0,1.0,0,1,6,50,1,1947,9350,2010,0.0,0.0,1531,1947.0,192.0,6,0,0,0,756.0,362,3,0,139455.95429861546,Normal
0,1172,1998,218.0,0.0,0,366.0,0,1.0,0,5,5,1572,0,75.0,1.0,0,1,7,20,1,1954,9525,2010,0.0,0.0,1172,1954.0,954.0,6,0,0,0,1172.0,0,3,240,161064.63109137118,Normal
0,1508,2010,162.0,96.0,0,572.0,0,1.0,0,5,7,1573,2,44.0,2.0,0,1,5,20,1,2009,17485,2010,0.0,0.0,1508,2009.0,1346.0,1,0,0,0,1508.0,0,1,0,155165.84823735058,Partial
0,1433,1987,0.0,177.0,0,528.0,0,1.0,266,4,7,1575,2,83.0,2.0,278,1,5,20,1,1987,11980,2010,0.0,0.0,1433,1987.0,1433.0,6,1,0,0,1433.0,0,1,0,49197.92172867432,Normal
0,964,1993,86.0,85.0,838,1017.0,0,0.0,0,8,6,1576,1,87.0,4.0,92,2,7,60,1,1993,12361,2010,0.0,1.0,1802,2000.0,860.0,5,1,0,0,946.0,0,3,450,192661.73292137682,Normal
0,1222,2010,1198.0,80.0,0,615.0,0,0.0,0,6,7,1577,0,64.0,2.0,54,2,5,20,1,2010,7360,2010,0.0,0.0,1222,2009.0,24.0,3,0,0,0,1222.0,0,2,0,159826.09302566946,Normal
0,831,1993,676.0,0.0,614,484.0,0,0.0,0,6,6,1578,0,82.0,2.0,59,2,8,50,1,1900,14235,2010,0.0,0.0,1445,1957.0,0.0,3,0,0,0,676.0,0,3,0,183361.28687790036,Normal
0,965,1996,0.0,0.0,0,580.0,0,1.0,0,4,5,1579,0,82.0,2.0,0,1,5,85,1,1996,11105,2010,0.0,0.0,965,1998.0,870.0,7,0,0,0,870.0,0,2,71,192622.87913826108,Normal
0,1026,2004,140.0,0.0,0,308.0,0,1.0,0,5,5,1581,0,38.0,1.0,85,1,8,20,1,1977,15240,2010,688.0,0.0,1026,1977.0,198.0,6,1,0,0,1026.0,0,3,316,235018.60872718692,Normal
0,876,1972,396.0,0.0,0,484.0,0,1.0,0,5,5,1582,0,68.0,2.0,0,1,6,20,1,1972,7480,2010,0.0,0.0,876,1977.0,480.0,6,0,0,0,876.0,0,3,0,121319.97780802846,Normal
0,1978,2003,296.0,320.0,0,850.0,0,1.0,0,8,8,1583,1,80.0,3.0,25,2,5,20,1,2003,10389,2010,0.0,0.0,1978,2003.0,1682.0,5,1,0,0,1978.0,0,3,188,154291.7936181724,Normal
0,1044,1997,1040.0,0.0,1054,621.0,0,0.0,0,9,7,1584,1,75.0,2.0,38,2,5,60,1,1997,9375,2010,0.0,0.0,2098,1997.0,0.0,4,1,0,0,1040.0,0,4,331,199172.23497018218,Normal
0,640,2007,0.0,0.0,0,240.0,0,0.0,0,5,3,1586,0,67.0,1.0,0,1,6,30,1,1945,8777,2010,0.0,0.0,640,1945.0,0.0,4,0,0,0,0.0,0,2,0,189567.03928419948,Normal
0,992,1954,381.0,0.0,0,319.0,0,0.0,0,6,5,1587,0,68.0,1.0,0,1,6,20,1,1954,8842,2010,0.0,0.0,992,1954.0,0.0,1,0,56,0,381.0,0,3,60,128778.40277799964,Abnorml
0,1196,1968,126.0,0.0,0,336.0,0,1.0,0,6,5,1588,0,60.0,1.0,0,1,6,20,1,1968,10044,2010,0.0,0.0,1196,1968.0,1070.0,6,0,168,0,1196.0,0,3,257,120924.26548586786,Normal
0,792,1950,744.0,0.0,328,480.0,0,0.0,160,5,4,1589,0,89.0,2.0,0,1,5,50,1,1948,11792,2010,0.0,0.0,1120,1956.0,0.0,6,0,0,0,744.0,0,2,0,95509.15123097599,Abnorml
0,1096,1975,480.0,0.0,0,352.0,0,1.0,0,5,6,1590,1,65.0,1.0,0,1,6,80,1,1975,6305,2010,0.0,0.0,1096,1975.0,528.0,6,0,0,0,1008.0,0,3,0,151581.71275429428,Normal
0,1296,1999,974.0,203.0,0,260.0,0,0.0,0,5,5,1592,1,67.0,1.0,0,2,6,30,1,1924,4853,2010,0.0,0.0,1296,1979.0,133.0,5,0,36,0,1107.0,0,2,0,118632.85746020079,Normal
0,1225,1985,850.0,371.0,908,312.0,0,1.0,0,8,7,1596,2,78.0,1.0,0,1,6,50,1,1941,10452,2010,252.0,0.0,2133,1941.0,426.0,7,1,86,0,1528.0,0,4,0,155138.38355654478,Normal
0,1102,1991,657.0,430.0,1075,484.0,0,0.0,0,11,5,1597,0,78.0,2.0,0,2,6,90,2,1950,15600,2010,0.0,0.0,2177,1950.0,375.0,3,1,0,0,1032.0,0,5,0,237502.82717698812,Normal
0,896,2007,80.0,44.0,756,473.0,0,1.0,0,6,7,1598,0,85.0,2.0,0,2,6,80,1,1994,19645,2010,0.0,0.0,1652,1994.0,343.0,6,1,0,0,423.0,0,3,0,244190.16058924794,Normal
0,1034,1989,235.0,0.0,0,598.0,0,1.0,0,4,8,1599,1,35.0,2.0,36,1,6,120,1,1989,3907,2010,0.0,0.0,1034,1989.0,747.0,4,0,0,0,982.0,0,1,141,200507.78416535258,Normal
0,1191,1989,1115.0,0.0,0,531.0,0,0.0,0,5,8,1600,1,35.0,2.0,81,2,5,120,1,1989,3907,2010,0.0,0.0,1191,1989.0,76.0,3,0,0,0,1191.0,0,2,112,193785.8437538892,Normal
0,540,1950,0.0,0.0,0,200.0,0,0.0,0,4,2,1601,0,58.0,1.0,0,1,5,30,1,1941,8154,2010,0.0,0.0,540,1951.0,480.0,4,0,0,0,480.0,0,1,0,88609.20515596122,Normal
